merchant_id,month,chargebacks,refunds,fraud_cases,risk_score
M0176,2024-12,2,17,1,20
M0436,2024-05,1,4,0,16
M0597,2024-08,1,3,0,16
M0120,2024-08,6,32,4,16
M0232,2024-08,0,1,0,15
M0532,2024-07,2,21,2,15
M0133,2024-10,0,1,0,19
M0503,2024-06,1,4,0,14
M0206,2024-08,6,30,4,20
M0464,2024-10,8,50,6,26
M0506,2024-04,9,27,3,17
M0047,2024-12,6,11,1,41
M0332,2024-08,1,5,0,15
M0351,2024-06,1,5,0,19
M0539,2024-08,6,49,3,15
M0484,2024-08,27,143,16,22
M0472,2024-12,1,8,1,25
M0230,2024-02,1,5,0,17
M0210,2024-02,1,4,0,15
M0132,2024-09,0,3,0,15
M0319,2024-07,5,14,1,18
M0017,2024-11,1,2,0,24
M0377,2024-09,1,4,0,19
M0451,2024-04,4,6,1,24
M0358,2024-05,3,11,2,41
M0100,2024-10,0,1,0,28
M0334,2024-04,6,36,2,22
M0385,2024-08,2,9,1,13
M0521,2024-11,5,31,4,10
M0250,2024-04,0,5,0,21
M0351,2024-05,1,6,0,20
M0154,2024-11,1,4,1,16
M0421,2024-03,5,12,3,26
M0203,2024-09,2,8,1,22
M0047,2024-07,10,12,3,48
M0401,2024-05,2,4,0,22
M0207,2024-05,1,2,0,15
M0291,2024-01,1,10,1,15
M0004,2024-02,33,202,13,32
M0036,2024-06,33,232,13,18
M0335,2024-05,0,4,0,18
M0185,2024-06,3,8,1,17
M0587,2024-11,1,5,0,8
M0221,2024-04,5,26,2,24
M0293,2024-03,4,26,5,19
M0191,2024-10,1,4,0,19
M0274,2024-02,4,23,1,22
M0010,2024-01,1,3,0,14
M0285,2024-04,2,4,1,16
M0042,2024-06,4,13,2,12
M0318,2024-08,4,22,2,17
M0535,2024-02,3,25,2,12
M0193,2024-03,1,3,0,17
M0185,2024-03,2,6,1,8
M0559,2024-07,9,34,2,13
M0152,2024-01,0,5,0,14
M0134,2024-08,0,4,0,16
M0250,2024-12,0,6,0,19
M0429,2024-10,0,1,0,14
M0229,2024-05,3,12,1,23
M0594,2024-11,1,3,0,17
M0134,2024-09,0,3,1,21
M0252,2024-11,10,27,3,25
M0021,2024-06,16,67,10,19
M0062,2024-02,1,5,1,19
M0064,2024-08,12,55,3,18
M0024,2024-05,1,5,0,18
M0546,2024-08,3,10,1,14
M0022,2024-02,30,106,23,15
M0046,2024-10,1,7,0,17
M0105,2024-02,0,3,0,16
M0464,2024-02,7,54,6,24
M0242,2024-05,1,4,0,25
M0102,2024-11,1,3,1,18
M0137,2024-10,1,7,1,27
M0584,2024-11,1,3,1,18
M0033,2024-10,1,2,0,14
M0559,2024-02,7,31,2,18
M0374,2024-07,0,1,0,19
M0255,2024-05,1,5,0,24
M0406,2024-08,0,4,0,21
M0070,2024-01,9,36,3,24
M0016,2024-02,0,3,0,20
M0262,2024-12,0,2,0,15
M0499,2024-03,4,15,1,23
M0594,2024-08,1,3,0,18
M0382,2024-10,12,73,9,21
M0534,2024-11,2,16,1,7
M0462,2024-04,3,31,5,23
M0377,2024-04,2,4,0,20
M0587,2024-03,1,5,0,15
M0056,2024-09,2,5,0,14
M0148,2024-07,1,2,0,21
M0084,2024-07,2,5,0,26
M0396,2024-09,54,289,39,25
M0110,2024-11,1,4,1,18
M0129,2024-12,1,7,0,16
M0390,2024-01,1,9,1,17
M0227,2024-02,2,12,0,23
M0149,2024-11,4,8,1,17
M0404,2024-01,8,20,3,17
M0024,2024-02,1,3,0,26
M0578,2024-11,1,2,0,24
M0217,2024-07,3,14,2,19
M0482,2024-11,1,3,0,16
M0469,2024-12,0,3,0,22
M0305,2024-06,1,4,1,46
M0516,2024-01,1,5,0,23
M0195,2024-12,3,11,1,28
M0498,2024-05,0,4,0,28
M0158,2024-05,6,26,3,17
M0296,2024-04,1,4,0,11
M0032,2024-06,3,20,1,17
M0548,2024-08,0,4,0,17
M0099,2024-08,33,161,42,22
M0053,2024-11,8,37,2,14
M0259,2024-08,1,5,1,22
M0397,2024-11,1,3,0,9
M0271,2024-05,1,4,0,23
M0473,2024-09,1,2,0,28
M0477,2024-06,1,3,0,25
M0397,2024-03,1,2,0,16
M0158,2024-07,6,16,3,12
M0007,2024-08,7,11,5,61
M0512,2024-09,15,156,14,25
M0326,2024-11,3,12,0,19
M0086,2024-10,1,1,0,25
M0572,2024-01,8,32,2,16
M0196,2024-07,0,1,0,7
M0077,2024-04,1,2,0,24
M0164,2024-12,0,1,0,27
M0554,2024-03,3,28,3,19
M0117,2024-07,1,8,0,22
M0291,2024-09,1,11,1,15
M0190,2024-03,1,9,0,13
M0251,2024-09,1,6,1,19
M0159,2024-06,4,41,5,14
M0556,2024-02,1,6,0,32
M0383,2024-08,10,42,3,24
M0439,2024-09,1,3,0,30
M0099,2024-04,34,180,39,26
M0167,2024-02,4,14,1,18
M0146,2024-06,4,18,2,17
M0226,2024-06,0,3,0,22
M0130,2024-05,1,6,0,23
M0302,2024-10,0,1,0,21
M0268,2024-03,4,10,2,20
M0027,2024-11,3,49,3,21
M0066,2024-04,5,28,3,19
M0163,2024-10,8,44,3,17
M0404,2024-04,5,17,2,10
M0369,2024-08,1,7,0,17
M0064,2024-11,10,67,3,26
M0004,2024-10,83,545,71,55
M0537,2024-02,15,24,2,22
M0528,2024-05,1,6,1,26
M0192,2024-01,0,1,0,31
M0129,2024-09,1,5,0,12
M0351,2024-09,1,5,0,21
M0066,2024-09,5,47,4,21
M0184,2024-08,6,11,2,50
M0461,2024-06,11,25,3,19
M0166,2024-11,0,3,0,12
M0243,2024-08,1,3,0,25
M0445,2024-12,0,1,0,20
M0261,2024-10,0,1,0,17
M0592,2024-01,1,10,1,24
M0352,2024-06,4,25,2,25
M0245,2024-05,0,4,0,16
M0222,2024-08,0,1,0,17
M0446,2024-12,2,9,0,19
M0402,2024-08,0,1,0,25
M0108,2024-05,3,7,1,48
M0446,2024-08,1,7,0,20
M0240,2024-08,5,36,4,16
M0156,2024-12,3,11,4,41
M0413,2024-04,43,153,21,26
M0137,2024-09,1,6,1,26
M0104,2024-11,0,2,0,13
M0246,2024-07,2,4,0,17
M0536,2024-03,1,5,1,20
M0111,2024-02,0,4,0,23
M0189,2024-03,10,116,4,11
M0318,2024-07,5,23,3,20
M0225,2024-05,12,42,4,20
M0065,2024-05,1,5,0,21
M0053,2024-03,7,48,6,17
M0400,2024-08,1,4,1,23
M0508,2024-10,24,97,11,27
M0461,2024-07,10,28,4,20
M0468,2024-07,163,369,113,40
M0569,2024-05,5,14,1,18
M0343,2024-09,3,9,1,22
M0097,2024-04,0,2,0,23
M0416,2024-11,48,188,9,16
M0506,2024-06,9,32,2,17
M0013,2024-04,0,1,0,19
M0044,2024-02,30,45,18,59
M0480,2024-04,9,43,4,23
M0377,2024-07,2,5,0,22
M0513,2024-09,8,32,3,20
M0576,2024-01,3,29,1,11
M0523,2024-10,0,2,0,19
M0161,2024-06,4,20,1,20
M0436,2024-10,0,2,0,23
M0368,2024-08,11,121,6,13
M0580,2024-03,1,6,1,23
M0037,2024-06,6,33,1,27
M0505,2024-09,1,4,0,15
M0202,2024-02,1,5,0,13
M0203,2024-01,2,7,1,18
M0195,2024-05,1,9,1,19
M0012,2024-11,1,7,0,26
M0056,2024-04,2,5,1,17
M0351,2024-07,1,6,1,21
M0249,2024-06,9,13,4,26
M0059,2024-10,1,3,0,21
M0474,2024-04,2,8,1,23
M0313,2024-06,32,89,13,25
M0176,2024-08,4,17,2,20
M0503,2024-11,1,4,0,16
M0542,2024-08,4,33,2,14
M0337,2024-01,7,40,3,24
M0401,2024-11,2,4,0,25
M0243,2024-09,1,4,0,22
M0103,2024-07,41,265,37,19
M0446,2024-09,1,5,0,20
M0377,2024-11,2,3,0,22
M0558,2024-10,1,4,1,14
M0382,2024-03,13,53,7,20
M0245,2024-08,0,3,0,15
M0465,2024-02,4,13,1,23
M0247,2024-09,26,83,11,19
M0117,2024-08,1,6,0,17
M0432,2024-04,0,2,0,24
M0182,2024-01,0,2,0,20
M0205,2024-04,1,3,0,25
M0019,2024-09,1,6,0,18
M0308,2024-04,16,51,9,23
M0125,2024-12,1,6,0,20
M0521,2024-06,6,32,3,12
M0018,2024-09,1,1,0,22
M0348,2024-04,1,5,0,22
M0099,2024-02,38,169,25,15
M0429,2024-05,0,1,0,12
M0071,2024-11,9,17,1,17
M0143,2024-04,17,52,7,16
M0413,2024-02,37,130,19,25
M0404,2024-05,7,19,4,14
M0139,2024-05,1,5,1,21
M0205,2024-10,1,3,0,20
M0332,2024-11,1,7,0,23
M0211,2024-12,0,1,0,13
M0293,2024-07,4,32,6,20
M0313,2024-04,50,72,11,20
M0047,2024-11,7,8,2,46
M0528,2024-11,1,4,1,29
M0450,2024-08,8,28,3,29
M0503,2024-02,1,7,0,16
M0241,2024-09,1,10,0,16
M0088,2024-04,10,32,3,22
M0186,2024-12,1,9,0,25
M0094,2024-06,1,11,2,12
M0352,2024-11,4,17,3,27
M0111,2024-07,1,4,0,16
M0237,2024-10,1,5,0,23
M0027,2024-01,3,29,2,16
M0542,2024-06,4,27,2,15
M0540,2024-09,1,2,0,23
M0279,2024-04,2,5,0,19
M0350,2024-11,17,38,7,68
M0152,2024-07,1,5,1,15
M0408,2024-03,1,4,1,21
M0092,2024-08,1,4,0,20
M0107,2024-01,13,103,10,12
M0036,2024-10,25,129,14,17
M0480,2024-10,7,42,6,22
M0122,2024-04,30,118,11,27
M0118,2024-01,1,7,1,21
M0178,2024-01,1,6,0,17
M0189,2024-02,14,121,5,23
M0130,2024-09,1,4,0,26
M0355,2024-02,10,24,3,23
M0520,2024-08,1,2,0,20
M0099,2024-03,23,119,22,16
M0511,2024-09,2,7,1,30
M0254,2024-12,3,21,1,24
M0276,2024-07,1,7,0,19
M0275,2024-11,27,315,30,22
M0186,2024-05,1,8,0,25
M0136,2024-01,7,42,2,19
M0516,2024-10,0,4,0,21
M0483,2024-06,0,1,0,10
M0189,2024-04,11,91,5,14
M0393,2024-07,0,2,0,9
M0589,2024-04,4,14,2,14
M0209,2024-04,1,2,0,21
M0430,2024-10,1,4,0,25
M0223,2024-09,1,3,0,18
M0511,2024-10,2,6,1,27
M0241,2024-10,1,8,0,16
M0215,2024-10,2,5,0,18
M0568,2024-11,1,6,0,14
M0299,2024-10,8,27,3,24
M0208,2024-02,73,177,17,23
M0389,2024-03,2,7,1,17
M0226,2024-07,0,2,0,17
M0080,2024-07,8,33,3,13
M0350,2024-12,23,50,7,66
M0088,2024-09,7,27,3,14
M0204,2024-09,2,4,0,22
M0234,2024-08,2,7,0,20
M0479,2024-06,4,14,1,10
M0075,2024-01,6,38,2,18
M0255,2024-12,1,6,0,28
M0354,2024-11,1,10,0,27
M0406,2024-12,0,4,1,19
M0410,2024-06,4,24,5,16
M0012,2024-08,1,7,0,19
M0053,2024-06,4,24,2,16
M0395,2024-03,40,236,20,24
M0005,2024-02,1,2,0,17
M0159,2024-11,5,32,3,11
M0281,2024-12,34,30,4,60
M0040,2024-02,1,2,0,19
M0075,2024-04,5,35,2,14
M0234,2024-12,2,7,0,11
M0055,2024-05,2,24,3,22
M0304,2024-05,2,4,1,40
M0101,2024-03,10,40,5,18
M0463,2024-06,1,7,1,25
M0394,2024-05,2,6,0,21
M0528,2024-06,1,5,1,24
M0348,2024-05,1,4,0,16
M0391,2024-07,6,71,8,11
M0016,2024-08,1,5,0,21
M0311,2024-03,6,25,3,13
M0180,2024-06,15,36,5,19
M0062,2024-11,1,6,1,20
M0160,2024-06,3,20,1,17
M0288,2024-05,2,12,1,18
M0238,2024-12,1,3,0,22
M0067,2024-02,1,4,1,12
M0595,2024-08,2,11,1,14
M0076,2024-11,15,55,3,25
M0005,2024-07,1,2,0,15
M0217,2024-04,5,19,3,21
M0381,2024-04,0,1,0,10
M0063,2024-10,1,2,0,20
M0515,2024-05,5,26,3,26
M0584,2024-07,1,3,1,17
M0319,2024-10,5,10,2,17
M0520,2024-05,0,2,0,26
M0109,2024-04,1,5,0,23
M0324,2024-07,30,89,4,19
M0411,2024-01,1,3,0,22
M0064,2024-10,9,49,2,20
M0004,2024-05,52,346,39,38
M0341,2024-08,8,55,5,16
M0430,2024-08,1,4,0,26
M0434,2024-06,0,1,0,18
M0498,2024-07,1,5,0,33
M0392,2024-07,4,54,2,15
M0408,2024-02,1,7,0,17
M0108,2024-09,3,12,1,41
M0561,2024-10,1,6,0,17
M0028,2024-05,2,7,0,25
M0524,2024-03,1,4,1,15
M0565,2024-02,1,8,0,21
M0041,2024-08,6,19,3,11
M0599,2024-11,17,243,11,23
M0286,2024-04,0,1,0,5
M0350,2024-10,13,21,6,70
M0145,2024-02,38,142,12,22
M0209,2024-06,1,2,0,23
M0293,2024-09,5,46,7,20
M0254,2024-07,2,17,1,17
M0089,2024-02,0,2,0,13
M0538,2024-07,8,24,4,18
M0471,2024-11,1,7,0,14
M0228,2024-05,1,3,0,19
M0545,2024-05,1,2,0,18
M0402,2024-03,0,1,0,12
M0558,2024-08,1,5,1,13
M0459,2024-04,0,3,0,22
M0473,2024-03,1,2,0,24
M0280,2024-07,17,28,11,54
M0595,2024-07,3,14,1,16
M0437,2024-08,1,3,0,23
M0368,2024-11,10,54,5,11
M0026,2024-03,7,23,2,21
M0167,2024-09,3,17,1,23
M0299,2024-06,6,25,3,16
M0348,2024-08,2,7,0,30
M0546,2024-02,3,8,1,15
M0176,2024-04,2,13,1,18
M0267,2024-06,1,5,0,17
M0081,2024-09,3,18,2,17
M0302,2024-06,0,1,0,12
M0578,2024-04,1,2,0,17
M0037,2024-05,10,47,3,25
M0073,2024-12,0,1,0,15
M0587,2024-07,1,5,0,15
M0539,2024-06,10,66,2,15
M0193,2024-08,1,4,0,15
M0221,2024-02,4,23,2,21
M0069,2024-09,10,43,3,14
M0522,2024-05,13,40,6,20
M0555,2024-09,8,46,4,31
M0238,2024-04,1,3,0,22
M0441,2024-03,10,45,4,23
M0002,2024-12,4,30,2,18
M0397,2024-01,1,3,0,18
M0244,2024-04,4,32,4,19
M0373,2024-07,4,24,1,8
M0191,2024-02,1,2,0,17
M0452,2024-12,0,2,0,14
M0169,2024-09,1,3,0,19
M0273,2024-09,1,4,0,20
M0533,2024-12,1,2,1,52
M0314,2024-02,3,6,2,17
M0575,2024-11,1,6,0,25
M0413,2024-11,72,258,31,23
M0359,2024-10,1,3,1,18
M0434,2024-12,0,1,0,11
M0566,2024-01,35,68,19,63
M0201,2024-06,1,6,0,24
M0404,2024-06,8,21,5,20
M0197,2024-03,9,52,1,27
M0382,2024-08,19,80,13,27
M0575,2024-03,1,5,1,25
M0534,2024-01,1,9,1,1
M0553,2024-06,2,3,1,46
M0593,2024-01,6,12,3,16
M0250,2024-09,0,6,0,21
M0358,2024-11,3,9,2,47
M0388,2024-12,1,3,0,12
M0275,2024-04,53,343,33,23
M0090,2024-06,20,110,5,14
M0089,2024-06,0,2,0,18
M0272,2024-07,1,6,0,27
M0149,2024-08,5,11,1,19
M0311,2024-01,6,24,3,7
M0204,2024-03,1,4,0,17
M0578,2024-09,1,2,0,26
M0541,2024-11,2,10,1,21
M0239,2024-02,1,5,0,10
M0225,2024-06,12,54,4,20
M0100,2024-04,0,2,0,22
M0095,2024-10,10,26,2,20
M0477,2024-09,1,2,0,24
M0370,2024-06,1,3,0,21
M0235,2024-09,3,17,1,20
M0460,2024-04,4,11,1,22
M0417,2024-09,6,45,2,16
M0270,2024-04,0,1,0,21
M0120,2024-05,6,25,3,21
M0513,2024-08,7,33,4,22
M0349,2024-05,2,14,2,25
M0456,2024-02,0,1,0,18
M0353,2024-04,0,1,0,12
M0453,2024-04,6,16,1,21
M0246,2024-12,2,4,0,21
M0150,2024-05,41,157,10,11
M0157,2024-02,4,24,2,12
M0179,2024-07,14,45,6,19
M0200,2024-02,5,13,4,63
M0085,2024-07,7,13,3,59
M0249,2024-12,5,20,2,27
M0069,2024-01,9,27,2,18
M0166,2024-04,1,3,0,16
M0249,2024-02,5,16,2,21
M0138,2024-01,1,4,0,24
M0498,2024-10,0,3,0,29
M0503,2024-01,1,4,0,20
M0538,2024-01,4,25,3,11
M0359,2024-05,1,5,1,20
M0462,2024-03,2,18,3,23
M0041,2024-07,7,27,4,21
M0519,2024-07,0,1,0,11
M0349,2024-10,2,11,2,21
M0171,2024-06,1,4,0,22
M0001,2024-05,1,6,0,34
M0006,2024-03,1,5,0,22
M0391,2024-04,7,96,8,15
M0410,2024-02,3,21,4,12
M0534,2024-12,2,15,1,9
M0360,2024-08,11,40,11,20
M0354,2024-10,1,8,1,23
M0440,2024-05,1,2,0,13
M0070,2024-10,49,155,23,51
M0197,2024-04,10,46,2,27
M0541,2024-08,2,12,1,21
M0453,2024-10,5,27,1,17
M0597,2024-01,1,2,0,22
M0444,2024-08,2,9,0,31
M0244,2024-03,3,25,2,27
M0026,2024-02,5,19,4,12
M0470,2024-09,2,9,1,20
M0431,2024-08,0,3,0,24
M0288,2024-11,2,14,1,23
M0213,2024-12,1,4,1,30
M0438,2024-06,1,3,0,16
M0238,2024-02,1,4,0,23
M0568,2024-02,1,5,1,18
M0027,2024-12,6,40,3,20
M0341,2024-07,7,43,5,15
M0122,2024-02,17,91,8,18
M0591,2024-01,2,4,1,48
M0092,2024-04,1,5,1,21
M0400,2024-01,1,4,1,9
M0119,2024-09,0,3,0,17
M0315,2024-01,1,2,0,15
M0171,2024-10,1,4,0,21
M0278,2024-10,0,1,0,28
M0298,2024-11,25,97,12,20
M0495,2024-06,4,16,1,20
M0100,2024-02,0,2,0,22
M0487,2024-03,44,318,29,16
M0254,2024-05,2,14,1,24
M0026,2024-04,5,30,4,21
M0049,2024-07,1,4,1,16
M0229,2024-10,2,8,1,18
M0477,2024-10,1,3,0,21
M0395,2024-08,61,270,31,16
M0598,2024-10,5,22,1,16
M0012,2024-03,1,8,0,22
M0441,2024-09,12,55,5,31
M0080,2024-04,16,34,2,22
M0586,2024-09,0,2,0,28
M0418,2024-09,2,14,2,10
M0303,2024-09,1,6,0,17
M0360,2024-02,5,21,4,19
M0096,2024-01,0,2,0,17
M0270,2024-06,0,1,0,16
M0170,2024-07,0,2,0,32
M0033,2024-04,1,3,0,6
M0239,2024-10,1,4,0,11
M0099,2024-11,32,236,41,20
M0566,2024-12,69,154,20,68
M0236,2024-03,4,10,3,20
M0239,2024-09,1,5,1,10
M0493,2024-11,1,6,1,29
M0036,2024-02,22,175,6,17
M0424,2024-08,17,27,10,69
M0276,2024-02,2,6,0,20
M0432,2024-12,0,4,0,27
M0114,2024-05,1,2,0,16
M0123,2024-04,6,30,1,10
M0077,2024-08,1,2,0,18
M0430,2024-07,2,5,0,26
M0265,2024-01,1,13,1,14
M0146,2024-02,4,19,2,22
M0305,2024-10,2,4,1,57
M0586,2024-06,0,1,0,27
M0114,2024-01,0,1,0,18
M0180,2024-09,13,38,6,25
M0258,2024-01,2,4,0,19
M0503,2024-04,1,6,0,21
M0491,2024-06,1,6,0,23
M0307,2024-09,1,5,1,13
M0493,2024-07,1,4,1,27
M0340,2024-08,13,63,3,18
M0480,2024-09,14,56,6,23
M0527,2024-05,1,12,1,14
M0494,2024-12,1,3,0,13
M0174,2024-10,2,4,0,17
M0115,2024-02,5,41,2,24
M0094,2024-07,1,7,2,8
M0169,2024-12,1,3,0,23
M0099,2024-06,28,172,18,20
M0284,2024-11,13,127,9,25
M0468,2024-11,120,237,69,32
M0092,2024-07,1,3,1,19
M0108,2024-06,2,5,1,51
M0074,2024-03,2,6,0,18
M0481,2024-03,18,47,10,37
M0342,2024-02,4,22,3,23
M0513,2024-12,6,37,4,20
M0312,2024-02,0,3,0,22
M0457,2024-04,9,42,2,24
M0597,2024-11,1,3,0,17
M0579,2024-09,49,153,39,13
M0296,2024-01,1,5,0,19
M0589,2024-03,5,11,2,19
M0463,2024-01,1,4,1,22
M0304,2024-01,0,2,0,17
M0199,2024-03,31,167,5,15
M0078,2024-12,78,430,49,19
M0247,2024-11,31,90,17,25
M0059,2024-08,1,4,1,22
M0026,2024-06,6,36,4,21
M0599,2024-07,11,115,4,22
M0533,2024-03,0,0,0,23
M0481,2024-01,22,45,14,39
M0032,2024-09,3,20,1,16
M0100,2024-05,1,1,0,24
M0280,2024-11,8,24,9,53
M0160,2024-11,6,35,2,18
M0054,2024-03,0,2,0,14
M0068,2024-06,39,230,23,17
M0259,2024-07,1,4,1,17
M0428,2024-11,0,2,0,21
M0291,2024-12,3,17,1,17
M0272,2024-09,1,4,0,30
M0226,2024-01,0,2,0,15
M0142,2024-12,12,51,2,19
M0378,2024-09,28,111,9,22
M0020,2024-06,8,30,4,19
M0171,2024-12,1,6,0,24
M0593,2024-02,5,12,2,14
M0074,2024-09,1,9,0,21
M0412,2024-11,8,39,2,26
M0315,2024-11,1,3,0,7
M0422,2024-06,7,10,2,44
M0508,2024-12,32,97,13,22
M0220,2024-08,1,3,0,14
M0287,2024-05,1,3,0,4
M0573,2024-09,0,1,0,12
M0001,2024-08,2,7,0,39
M0322,2024-03,0,1,0,18
M0317,2024-10,1,9,1,27
M0238,2024-01,1,3,0,17
M0566,2024-09,31,53,16,62
M0256,2024-05,1,5,0,23
M0156,2024-09,3,12,3,33
M0102,2024-05,0,2,1,17
M0525,2024-06,1,4,0,18
M0549,2024-11,6,54,3,13
M0581,2024-05,2,25,1,13
M0281,2024-10,20,21,5,54
M0535,2024-11,3,31,3,19
M0025,2024-12,1,7,1,26
M0057,2024-10,1,3,0,25
M0416,2024-04,49,198,4,25
M0299,2024-07,9,32,4,20
M0575,2024-05,1,6,1,20
M0529,2024-08,6,27,6,19
M0492,2024-08,1,9,1,22
M0175,2024-06,4,48,2,19
M0302,2024-01,0,1,0,12
M0375,2024-01,3,10,2,15
M0183,2024-02,2,4,0,25
M0217,2024-02,5,25,2,17
M0259,2024-12,1,5,1,18
M0301,2024-06,1,5,0,24
M0441,2024-06,14,36,4,24
M0430,2024-03,1,4,0,27
M0569,2024-11,7,24,2,19
M0374,2024-02,0,2,0,14
M0018,2024-02,0,1,0,20
M0424,2024-12,18,23,11,66
M0153,2024-09,5,41,3,12
M0244,2024-08,4,24,3,18
M0277,2024-03,2,15,1,24
M0160,2024-01,4,19,1,21
M0043,2024-07,8,25,2,16
M0206,2024-12,7,26,4,15
M0513,2024-07,9,39,5,22
M0435,2024-10,53,113,4,14
M0291,2024-03,1,9,1,18
M0526,2024-03,1,5,0,15
M0474,2024-09,3,13,2,41
M0310,2024-05,1,2,0,18
M0302,2024-03,0,1,0,16
M0319,2024-03,5,13,2,21
M0345,2024-01,13,42,7,23
M0589,2024-06,6,10,3,20
M0526,2024-01,2,6,0,15
M0215,2024-02,1,3,0,21
M0509,2024-07,1,4,1,18
M0114,2024-03,0,1,0,7
M0212,2024-07,1,1,0,20
M0475,2024-07,1,7,1,18
M0084,2024-09,4,6,1,19
M0449,2024-03,2,9,1,25
M0274,2024-12,5,34,2,11
M0342,2024-03,3,22,2,18
M0131,2024-12,1,3,1,15
M0106,2024-01,34,62,10,17
M0579,2024-04,40,159,23,11
M0429,2024-08,0,1,0,19
M0448,2024-01,2,8,0,17
M0425,2024-03,14,26,2,25
M0030,2024-03,0,6,0,16
M0376,2024-03,6,51,7,21
M0079,2024-04,2,8,0,29
M0046,2024-06,1,6,0,16
M0584,2024-10,0,3,1,20
M0296,2024-10,1,6,0,16
M0564,2024-09,0,3,0,18
M0087,2024-06,0,1,0,23
M0399,2024-02,1,2,0,13
M0416,2024-12,39,215,6,25
M0160,2024-10,5,22,2,18
M0013,2024-10,1,2,0,13
M0011,2024-03,1,3,1,20
M0590,2024-06,1,5,0,16
M0523,2024-01,0,1,0,15
M0433,2024-02,1,3,0,25
M0476,2024-03,0,3,0,21
M0210,2024-04,1,5,0,19
M0106,2024-03,42,47,8,22
M0543,2024-07,1,3,0,26
M0154,2024-06,1,5,1,15
M0439,2024-07,1,3,0,30
M0319,2024-09,6,12,2,23
M0338,2024-05,5,20,2,35
M0129,2024-08,1,4,0,12
M0447,2024-03,1,4,0,20
M0391,2024-03,10,79,9,12
M0159,2024-09,6,40,6,20
M0107,2024-02,12,101,10,16
M0489,2024-10,1,5,0,21
M0079,2024-11,2,6,0,20
M0600,2024-05,1,2,0,15
M0091,2024-03,9,45,5,25
M0589,2024-09,7,18,4,20
M0286,2024-10,0,1,0,9
M0017,2024-06,1,3,0,25
M0274,2024-03,6,33,1,19
M0013,2024-07,0,1,0,23
M0229,2024-03,2,8,1,18
M0016,2024-01,1,4,0,14
M0571,2024-01,1,8,0,19
M0151,2024-05,1,1,0,24
M0425,2024-01,9,16,1,16
M0366,2024-02,0,2,0,16
M0472,2024-10,1,7,0,14
M0526,2024-06,2,7,0,13
M0225,2024-11,17,85,4,24
M0022,2024-06,27,97,17,12
M0033,2024-09,1,5,0,18
M0462,2024-06,4,20,4,27
M0258,2024-10,1,3,0,15
M0251,2024-06,1,5,1,13
M0448,2024-05,1,6,0,20
M0489,2024-04,2,8,1,16
M0126,2024-06,1,5,1,19
M0040,2024-07,1,4,1,23
M0352,2024-03,3,20,3,22
M0357,2024-03,6,64,9,22
M0285,2024-02,1,4,0,15
M0058,2024-03,1,4,0,12
M0137,2024-02,1,5,0,23
M0196,2024-06,0,1,0,18
M0215,2024-05,2,5,0,24
M0150,2024-02,33,248,12,18
M0483,2024-11,0,1,0,11
M0064,2024-06,10,40,2,22
M0164,2024-11,0,1,0,25
M0590,2024-12,1,8,1,17
M0180,2024-10,12,30,4,23
M0462,2024-02,3,18,3,24
M0139,2024-08,1,6,1,17
M0589,2024-05,4,10,2,15
M0216,2024-11,2,6,1,18
M0316,2024-12,5,17,2,26
M0282,2024-06,1,4,0,17
M0420,2024-04,2,21,0,8
M0055,2024-02,2,15,2,13
M0549,2024-02,6,50,5,14
M0310,2024-08,1,3,0,15
M0583,2024-03,1,4,0,21
M0457,2024-09,9,58,3,25
M0445,2024-11,0,1,0,19
M0087,2024-03,0,1,0,23
M0062,2024-01,1,6,1,23
M0058,2024-01,1,5,1,10
M0321,2024-05,3,12,1,19
M0353,2024-12,0,2,0,21
M0360,2024-12,10,41,7,12
M0177,2024-12,2,6,0,21
M0157,2024-10,5,17,2,11
M0303,2024-01,2,5,0,19
M0466,2024-01,3,30,3,33
M0245,2024-03,0,4,1,16
M0153,2024-01,6,44,2,15
M0348,2024-01,1,6,0,24
M0465,2024-12,4,14,1,23
M0054,2024-08,0,1,0,15
M0282,2024-09,1,3,0,16
M0391,2024-05,4,100,8,15
M0260,2024-02,0,2,0,19
M0327,2024-08,0,0,0,10
M0299,2024-04,4,21,2,21
M0130,2024-03,1,6,0,25
M0496,2024-12,26,30,8,62
M0134,2024-02,0,2,0,14
M0280,2024-10,13,16,7,54
M0327,2024-10,0,0,0,15
M0144,2024-02,0,4,0,15
M0230,2024-09,1,4,0,15
M0306,2024-08,1,2,0,21
M0580,2024-02,1,7,1,15
M0563,2024-01,7,32,4,22
M0408,2024-12,1,8,1,16
M0204,2024-08,1,5,0,22
M0070,2024-12,79,191,14,56
M0135,2024-06,1,6,1,15
M0443,2024-01,1,6,0,23
M0491,2024-01,1,6,0,16
M0451,2024-11,3,6,1,20
M0323,2024-06,2,9,1,25
M0001,2024-11,1,6,0,22
M0014,2024-10,1,6,0,14
M0506,2024-09,12,36,2,17
M0388,2024-08,0,2,0,21
M0592,2024-04,2,9,1,15
M0563,2024-12,5,36,2,18
M0351,2024-12,1,4,0,17
M0399,2024-03,1,3,0,13
M0368,2024-03,8,66,7,15
M0592,2024-05,1,13,1,15
M0381,2024-12,0,1,0,14
M0444,2024-03,1,9,0,23
M0415,2024-08,113,329,47,25
M0283,2024-02,1,8,1,14
M0360,2024-07,6,42,9,24
M0018,2024-08,0,1,0,29
M0224,2024-07,5,27,2,16
